0.5000006889, 0.5000006889
1.5000006889, 0.5000006889
2.4999993111, 0.5000006889
3.4999993111, 0.5000006889
0.5000006889, 1.5000006889
1.5000006889, 1.5000006889
2.4999993111, 1.5000006889
3.4999993111, 1.5000006889
0.5000006889, 2.4999993111
1.5000006889, 2.4999993111
2.4999993111, 2.4999993111
3.4999993111, 2.4999993111
0.5000006889, 3.4999993111
1.5000006889, 3.4999993111
2.4999993111, 3.4999993111
3.4999993111, 3.4999993111

0.5000033906, 0.5000033906
1.5000150100, 0.5000036262
2.4999849900, 0.5000036262
3.4999966094, 0.5000033906
0.5000036262, 1.5000150100
1.5000152449, 1.5000152449
2.4999847551, 1.5000152449
3.4999963738, 1.5000150100
0.5000036262, 2.4999849900
1.5000152449, 2.4999847551
2.4999847551, 2.4999847551
3.4999963738, 2.4999849900
0.5000033906, 3.4999966094
1.5000150100, 3.4999963738
2.4999849900, 3.4999963738
3.4999966094, 3.4999966094

0.5000429314, 0.5000429314
1.5000497364, 0.5000438985
2.4999502636, 0.5000438985
3.4999570686, 0.5000429314
0.5000438985, 1.5000497364
1.5000506794, 1.5000506794
2.4999493206, 1.5000506794
3.4999561015, 1.5000497364
0.5000438985, 2.4999502636
1.5000506794, 2.4999493206
2.4999493206, 2.4999493206
3.4999561015, 2.4999502636
0.5000429314, 3.4999570686
1.5000497364, 3.4999561015
2.4999502636, 3.4999561015
3.4999570686, 3.4999570686

0.4998605632, 0.4998605632
1.4998571222, 0.5001047395
2.5001428778, 0.5001047395
3.5001394368, 0.4998605632
0.5001047395, 1.4998571222
1.5000988810, 1.5000988810
2.4999011190, 1.5000988810
3.4998952605, 1.4998571222
0.5001047395, 2.5001428778
1.5000988810, 2.4999011190
2.4999011190, 2.4999011190
3.4998952605, 2.5001428778
0.4998605632, 3.5001394368
1.4998571222, 3.4998952605
2.5001428778, 3.4998952605
3.5001394368, 3.5001394368

0.5000957840, 0.5000957840
1.5001738415, 0.5002839385
2.4998261585, 0.5002839385
3.4999042160, 0.5000957840
0.5002839385, 1.5001738415
1.5002163888, 1.5002163888
2.4997836112, 1.5002163888
3.4997160615, 1.5001738415
0.5002839385, 2.4998261585
1.5002163888, 2.4997836112
2.4997836112, 2.4997836112
3.4997160615, 2.4998261585
0.5000957840, 3.4999042160
1.5001738415, 3.4997160615
2.4998261585, 3.4997160615
3.4999042160, 3.4999042160

0.4998912613, 0.4998912613
1.4999273926, 0.4995923038
2.5000726074, 0.4995923038
3.5001087387, 0.4998912613
0.4995923038, 1.4999273926
1.4995623122, 1.4995623122
2.5004376878, 1.4995623122
3.5004076962, 1.4999273926
0.4995923038, 2.5000726074
